datetime,trips_total,hour,weekday,month,is_weekend,trips_lag_1,trips_rolling_24h_mean
2025-04-18 00:00:00,258,0,4,4,0,457.0,1095.2083333333333
2025-04-18 01:00:00,146,1,4,4,0,258.0,1098.375
2025-04-18 02:00:00,99,2,4,4,0,146.0,1100.5416666666667
2025-04-18 03:00:00,74,3,4,4,0,99.0,1102.1666666666667
2025-04-18 04:00:00,65,4,4,4,0,74.0,1102.25
2025-04-18 05:00:00,100,5,4,4,0,65.0,1100.4166666666667
2025-04-18 06:00:00,163,6,4,4,0,100.0,1085.2083333333333
2025-04-18 07:00:00,318,7,4,4,0,163.0,1042.8333333333333
2025-04-18 08:00:00,568,8,4,4,0,318.0,956.9583333333334
2025-04-18 09:00:00,987,9,4,4,0,568.0,928.125
2025-04-18 10:00:00,1223,10,4,4,0,987.0,932.625
2025-04-18 11:00:00,1466,11,4,4,0,1223.0,947.125
2025-04-18 12:00:00,1630,12,4,4,0,1466.0,961.5416666666666
2025-04-18 13:00:00,1591,13,4,4,0,1630.0,971.9583333333334
2025-04-18 14:00:00,1555,14,4,4,0,1591.0,982.5833333333334
2025-04-18 15:00:00,1493,15,4,4,0,1555.0,983.6666666666666
2025-04-18 16:00:00,1673,16,4,4,0,1493.0,977.4583333333334
2025-04-18 17:00:00,1454,17,4,4,0,1673.0,922.5416666666666
2025-04-18 18:00:00,1294,18,4,4,0,1454.0,871.3333333333334
2025-04-18 19:00:00,1027,19,4,4,0,1294.0,843.4166666666666
2025-04-18 20:00:00,668,20,4,4,0,1027.0,823.375
2025-04-18 21:00:00,484,21,4,4,0,668.0,811.5416666666666
2025-04-18 22:00:00,497,22,4,4,0,484.0,803.75
2025-04-18 23:00:00,376,23,4,4,0,497.0,800.375
2025-04-19 00:00:00,209,0,5,4,1,376.0,798.3333333333334
2025-04-19 01:00:00,137,1,5,4,1,209.0,797.9583333333334
2025-04-19 02:00:00,100,2,5,4,1,137.0,798.0
2025-04-19 03:00:00,62,3,5,4,1,100.0,797.5
2025-04-19 04:00:00,63,4,5,4,1,62.0,797.4166666666666
2025-04-19 05:00:00,98,5,5,4,1,63.0,797.3333333333334
2025-04-19 06:00:00,119,6,5,4,1,98.0,795.5
2025-04-19 07:00:00,250,7,5,4,1,119.0,792.6666666666666
2025-04-19 08:00:00,517,8,5,4,1,250.0,790.5416666666666
2025-04-19 09:00:00,911,9,5,4,1,517.0,787.375
2025-04-19 10:00:00,1146,10,5,4,1,911.0,784.1666666666666
2025-04-19 11:00:00,1342,11,5,4,1,1146.0,779.0
2025-04-19 12:00:00,1511,12,5,4,1,1342.0,774.0416666666666
2025-04-19 13:00:00,1482,13,5,4,1,1511.0,769.5
2025-04-19 14:00:00,1612,14,5,4,1,1482.0,771.875
2025-04-19 15:00:00,1644,15,5,4,1,1612.0,778.1666666666666
2025-04-19 16:00:00,1675,16,5,4,1,1644.0,778.25
2025-04-19 17:00:00,1709,17,5,4,1,1675.0,788.875
2025-04-19 18:00:00,1357,18,5,4,1,1709.0,791.5
2025-04-19 19:00:00,1036,19,5,4,1,1357.0,791.875
2025-04-19 20:00:00,766,20,5,4,1,1036.0,795.9583333333334
2025-04-19 21:00:00,501,21,5,4,1,766.0,796.6666666666666
2025-04-19 22:00:00,479,22,5,4,1,501.0,795.9166666666666
2025-04-19 23:00:00,295,23,5,4,1,479.0,792.5416666666666
2025-04-20 00:00:00,198,0,6,4,1,295.0,792.0833333333334
2025-04-20 01:00:00,109,1,6,4,1,198.0,790.9166666666666
2025-04-20 02:00:00,64,2,6,4,1,109.0,789.4166666666666
2025-04-20 03:00:00,66,3,6,4,1,64.0,789.5833333333334
2025-04-20 04:00:00,49,4,6,4,1,66.0,789.0
2025-04-20 05:00:00,74,5,6,4,1,49.0,788.0
2025-04-20 06:00:00,133,6,6,4,1,74.0,788.5833333333334
2025-04-20 07:00:00,190,7,6,4,1,133.0,786.0833333333334
2025-04-20 08:00:00,376,8,6,4,1,190.0,780.2083333333334
2025-04-20 09:00:00,657,9,6,4,1,376.0,769.625
2025-04-20 10:00:00,1089,10,6,4,1,657.0,767.25
2025-04-20 11:00:00,1281,11,6,4,1,1089.0,764.7083333333334
2025-04-20 12:00:00,1269,12,6,4,1,1281.0,754.625
2025-04-20 13:00:00,1373,13,6,4,1,1269.0,750.0833333333334
2025-04-20 14:00:00,1257,14,6,4,1,1373.0,735.2916666666666
2025-04-20 15:00:00,1212,15,6,4,1,1257.0,717.2916666666666
2025-04-20 16:00:00,1261,16,6,4,1,1212.0,700.0416666666666
2025-04-20 17:00:00,1086,17,6,4,1,1261.0,674.0833333333334
2025-04-20 18:00:00,989,18,6,4,1,1086.0,658.75
2025-04-20 19:00:00,810,19,6,4,1,989.0,649.3333333333334
2025-04-20 20:00:00,597,20,6,4,1,810.0,642.2916666666666
2025-04-20 21:00:00,378,21,6,4,1,597.0,637.1666666666666
2025-04-20 22:00:00,351,22,6,4,1,378.0,631.8333333333334
2025-04-20 23:00:00,269,23,6,4,1,351.0,630.75
2025-04-21 00:00:00,145,0,0,4,0,269.0,628.5416666666666
2025-04-21 01:00:00,99,1,0,4,0,145.0,628.125
2025-04-21 02:00:00,46,2,0,4,0,99.0,627.375
2025-04-21 03:00:00,38,3,0,4,0,46.0,626.2083333333334
2025-04-21 04:00:00,42,4,0,4,0,38.0,625.9166666666666
2025-04-21 05:00:00,49,5,0,4,0,42.0,624.875
2025-04-21 06:00:00,100,6,0,4,0,49.0,623.5
2025-04-21 07:00:00,208,7,0,4,0,100.0,624.25
2025-04-21 08:00:00,422,8,0,4,0,208.0,626.1666666666666
2025-04-21 09:00:00,703,9,0,4,0,422.0,628.0833333333334
2025-04-21 10:00:00,946,10,0,4,0,703.0,622.125
2025-04-21 11:00:00,1150,11,0,4,0,946.0,616.6666666666666
2025-04-21 12:00:00,1240,12,0,4,0,1150.0,615.4583333333334
2025-04-21 13:00:00,1343,13,0,4,0,1240.0,614.2083333333334
2025-04-21 14:00:00,1338,14,0,4,0,1343.0,617.5833333333334
2025-04-21 15:00:00,1169,15,0,4,0,1338.0,615.7916666666666
2025-04-21 16:00:00,962,16,0,4,0,1169.0,603.3333333333334
2025-04-21 17:00:00,1062,17,0,4,0,962.0,602.3333333333334
2025-04-21 18:00:00,1067,18,0,4,0,1062.0,605.5833333333334
2025-04-21 19:00:00,919,19,0,4,0,1067.0,610.125
2025-04-21 20:00:00,660,20,0,4,0,919.0,612.75
2025-04-21 21:00:00,509,21,0,4,0,660.0,618.2083333333334
2025-04-21 22:00:00,367,22,0,4,0,509.0,618.875
2025-04-21 23:00:00,226,23,0,4,0,367.0,617.0833333333334
2025-04-22 00:00:00,117,0,1,4,0,226.0,615.9166666666666
2025-04-22 01:00:00,50,1,1,4,0,117.0,613.875
2025-04-22 02:00:00,28,2,1,4,0,50.0,613.125
2025-04-22 03:00:00,32,3,1,4,0,28.0,612.875
2025-04-22 04:00:00,52,4,1,4,0,32.0,613.2916666666666
2025-04-22 05:00:00,153,5,1,4,0,52.0,617.625
2025-04-22 06:00:00,601,6,1,4,0,153.0,638.5
2025-04-22 07:00:00,1727,7,1,4,0,601.0,701.7916666666666
2025-04-22 08:00:00,3175,8,1,4,0,1727.0,816.5
2025-04-22 09:00:00,1647,9,1,4,0,3175.0,855.8333333333334
2025-04-22 10:00:00,1071,10,1,4,0,1647.0,861.0416666666666
2025-04-22 11:00:00,976,11,1,4,0,1071.0,853.7916666666666
2025-04-22 12:00:00,1119,12,1,4,0,976.0,848.75
2025-04-22 13:00:00,1083,13,1,4,0,1119.0,837.9166666666666
2025-04-22 14:00:00,1060,14,1,4,0,1083.0,826.3333333333334
2025-04-22 15:00:00,1273,15,1,4,0,1060.0,830.6666666666666
2025-04-22 16:00:00,1658,16,1,4,0,1273.0,859.6666666666666
2025-04-22 17:00:00,3143,17,1,4,0,1658.0,946.375
2025-04-22 18:00:00,2907,18,1,4,0,3143.0,1023.0416666666666
2025-04-22 19:00:00,1846,19,1,4,0,2907.0,1061.6666666666667
2025-04-22 20:00:00,1162,20,1,4,0,1846.0,1082.5833333333333
2025-04-22 21:00:00,733,21,1,4,0,1162.0,1091.9166666666667
2025-04-22 22:00:00,513,22,1,4,0,733.0,1098.0
2025-04-22 23:00:00,279,23,1,4,0,513.0,1100.2083333333333
2025-04-23 00:00:00,94,0,2,4,0,279.0,1099.25
2025-04-23 01:00:00,53,1,2,4,0,94.0,1099.375
2025-04-23 02:00:00,38,2,2,4,0,53.0,1099.7916666666667
2025-04-23 03:00:00,14,3,2,4,0,38.0,1099.0416666666667
2025-04-23 04:00:00,32,4,2,4,0,14.0,1098.2083333333333
2025-04-23 05:00:00,67,5,2,4,0,32.0,1094.625
2025-04-23 06:00:00,314,6,2,4,0,67.0,1082.6666666666667
2025-04-23 07:00:00,1188,7,2,4,0,314.0,1060.2083333333333
2025-04-23 08:00:00,2532,8,2,4,0,1188.0,1033.4166666666667
2025-04-23 09:00:00,1554,9,2,4,0,2532.0,1029.5416666666667
2025-04-23 10:00:00,799,10,2,4,0,1554.0,1018.2083333333334
2025-04-23 11:00:00,633,11,2,4,0,799.0,1003.9166666666666
2025-04-23 12:00:00,851,12,2,4,0,633.0,992.75
2025-04-23 13:00:00,904,13,2,4,0,851.0,985.2916666666666
2025-04-23 14:00:00,917,14,2,4,0,904.0,979.3333333333334
2025-04-23 15:00:00,1080,15,2,4,0,917.0,971.2916666666666
2025-04-23 16:00:00,1523,16,2,4,0,1080.0,965.6666666666666
2025-04-23 17:00:00,2877,17,2,4,0,1523.0,954.5833333333334
2025-04-23 18:00:00,2810,18,2,4,0,2877.0,950.5416666666666
2025-04-23 19:00:00,1611,19,2,4,0,2810.0,940.75
2025-04-23 20:00:00,1073,20,2,4,0,1611.0,937.0416666666666
2025-04-23 21:00:00,728,21,2,4,0,1073.0,936.8333333333334
2025-04-23 22:00:00,544,22,2,4,0,728.0,938.125
2025-04-23 23:00:00,272,23,2,4,0,544.0,937.8333333333334
2025-04-24 00:00:00,121,0,3,4,0,272.0,938.9583333333334
2025-04-24 01:00:00,55,1,3,4,0,121.0,939.0416666666666
2025-04-24 02:00:00,27,2,3,4,0,55.0,938.5833333333334
2025-04-24 03:00:00,17,3,3,4,0,27.0,938.7083333333334
2025-04-24 04:00:00,44,4,3,4,0,17.0,939.2083333333334
2025-04-24 05:00:00,143,5,3,4,0,44.0,942.375
2025-04-24 06:00:00,657,6,3,4,0,143.0,956.6666666666666
2025-04-24 07:00:00,1926,7,3,4,0,657.0,987.4166666666666
2025-04-24 08:00:00,3669,8,3,4,0,1926.0,1034.7916666666667
2025-04-24 09:00:00,1968,9,3,4,0,3669.0,1052.0416666666667
2025-04-24 10:00:00,1058,10,3,4,0,1968.0,1062.8333333333333
2025-04-24 11:00:00,1025,11,3,4,0,1058.0,1079.1666666666667
2025-04-24 12:00:00,1139,12,3,4,0,1025.0,1091.1666666666667
2025-04-24 13:00:00,1159,13,3,4,0,1139.0,1101.7916666666667
2025-04-24 14:00:00,1119,14,3,4,0,1159.0,1110.2083333333333
2025-04-24 15:00:00,1316,15,3,4,0,1119.0,1120.0416666666667
2025-04-24 16:00:00,1822,16,3,4,0,1316.0,1132.5
2025-04-24 17:00:00,3350,17,3,4,0,1822.0,1152.2083333333333
2025-04-24 18:00:00,3038,18,3,4,0,3350.0,1161.7083333333333
2025-04-24 19:00:00,2042,19,3,4,0,3038.0,1179.6666666666667
2025-04-24 20:00:00,1274,20,3,4,0,2042.0,1188.0416666666667
2025-04-24 21:00:00,870,21,3,4,0,1274.0,1193.9583333333333
2025-04-24 22:00:00,684,22,3,4,0,870.0,1199.7916666666667
2025-04-24 23:00:00,423,23,3,4,0,684.0,1206.0833333333333
2025-04-25 00:00:00,185,0,4,4,0,423.0,1208.75
2025-04-25 01:00:00,111,1,4,4,0,185.0,1211.0833333333333
2025-04-25 02:00:00,59,2,4,4,0,111.0,1212.4166666666667
2025-04-25 03:00:00,38,3,4,4,0,59.0,1213.2916666666667
2025-04-25 04:00:00,65,4,4,4,0,38.0,1214.1666666666667
2025-04-25 05:00:00,158,5,4,4,0,65.0,1214.7916666666667
2025-04-25 06:00:00,564,6,4,4,0,158.0,1210.9166666666667
2025-04-25 07:00:00,1457,7,4,4,0,564.0,1191.375
2025-04-25 08:00:00,2620,8,4,4,0,1457.0,1147.6666666666667
2025-04-25 09:00:00,1651,9,4,4,0,2620.0,1134.4583333333333
2025-04-25 10:00:00,1123,10,4,4,0,1651.0,1137.1666666666667
2025-04-25 11:00:00,1274,11,4,4,0,1123.0,1147.5416666666667
2025-04-25 12:00:00,1433,12,4,4,0,1274.0,1159.7916666666667
2025-04-25 13:00:00,1364,13,4,4,0,1433.0,1168.3333333333333
2025-04-25 14:00:00,1402,14,4,4,0,1364.0,1180.125
2025-04-25 15:00:00,1572,15,4,4,0,1402.0,1190.7916666666667
2025-04-25 16:00:00,1906,16,4,4,0,1572.0,1194.2916666666667
2025-04-25 17:00:00,2724,17,4,4,0,1906.0,1168.2083333333333
2025-04-25 18:00:00,2596,18,4,4,0,2724.0,1149.7916666666667
2025-04-25 19:00:00,1685,19,4,4,0,2596.0,1134.9166666666667
2025-04-25 20:00:00,1122,20,4,4,0,1685.0,1128.5833333333333
2025-04-25 21:00:00,746,21,4,4,0,1122.0,1123.4166666666667
2025-04-25 22:00:00,638,22,4,4,0,746.0,1121.5
2025-04-25 23:00:00,516,23,4,4,0,638.0,1125.375
2025-04-26 00:00:00,284,0,5,4,1,516.0,1129.5
2025-04-26 01:00:00,166,1,5,4,1,284.0,1131.7916666666667
2025-04-26 02:00:00,111,2,5,4,1,166.0,1133.9583333333333
2025-04-26 03:00:00,115,3,5,4,1,111.0,1137.1666666666667
2025-04-26 04:00:00,68,4,5,4,1,115.0,1137.2916666666667
2025-04-26 05:00:00,75,5,5,4,1,68.0,1133.8333333333333
2025-04-26 06:00:00,133,6,5,4,1,75.0,1115.875
2025-04-26 07:00:00,318,7,5,4,1,133.0,1068.4166666666667
2025-04-26 08:00:00,695,8,5,4,1,318.0,988.2083333333334
2025-04-26 09:00:00,1123,9,5,4,1,695.0,966.2083333333334
2025-04-26 10:00:00,1430,10,5,4,1,1123.0,979.0
2025-04-26 11:00:00,1630,11,5,4,1,1430.0,993.8333333333334
2025-04-26 12:00:00,1734,12,5,4,1,1630.0,1006.375
2025-04-26 13:00:00,1829,13,5,4,1,1734.0,1025.75
2025-04-26 14:00:00,1732,14,5,4,1,1829.0,1039.5
2025-04-26 15:00:00,1996,15,5,4,1,1732.0,1057.1666666666667
2025-04-26 16:00:00,1974,16,5,4,1,1996.0,1060.0
2025-04-26 17:00:00,1948,17,5,4,1,1974.0,1027.6666666666667
2025-04-26 18:00:00,1814,18,5,4,1,1948.0,995.0833333333334
2025-04-26 19:00:00,1477,19,5,4,1,1814.0,986.4166666666666
2025-04-26 20:00:00,1067,20,5,4,1,1477.0,984.125
2025-04-26 21:00:00,732,21,5,4,1,1067.0,983.5416666666666
2025-04-26 22:00:00,600,22,5,4,1,732.0,981.9583333333334
2025-04-26 23:00:00,543,23,5,4,1,600.0,983.0833333333334
2025-04-27 00:00:00,343,0,6,4,1,543.0,985.5416666666666
2025-04-27 01:00:00,249,1,6,4,1,343.0,989.0
2025-04-27 02:00:00,146,2,6,4,1,249.0,990.4583333333334
2025-04-27 03:00:00,99,3,6,4,1,146.0,989.7916666666666
2025-04-27 04:00:00,58,4,6,4,1,99.0,989.375
2025-04-27 05:00:00,75,5,6,4,1,58.0,989.375
2025-04-27 06:00:00,140,6,6,4,1,75.0,989.6666666666666
2025-04-27 07:00:00,314,7,6,4,1,140.0,989.5
2025-04-27 08:00:00,573,8,6,4,1,314.0,984.4166666666666
2025-04-27 09:00:00,1105,9,6,4,1,573.0,983.6666666666666
2025-04-27 10:00:00,1514,10,6,4,1,1105.0,987.1666666666666
2025-04-27 11:00:00,1748,11,6,4,1,1514.0,992.0833333333334
2025-04-27 12:00:00,2024,12,6,4,1,1748.0,1004.1666666666666
2025-04-27 13:00:00,2218,13,6,4,1,2024.0,1020.375
2025-04-27 14:00:00,2148,14,6,4,1,2218.0,1037.7083333333333
2025-04-27 15:00:00,2180,15,6,4,1,2148.0,1045.375
2025-04-27 16:00:00,2060,16,6,4,1,2180.0,1048.9583333333333
2025-04-27 17:00:00,1880,17,6,4,1,2060.0,1046.125
2025-04-27 18:00:00,1732,18,6,4,1,1880.0,1042.7083333333333
2025-04-27 19:00:00,1354,19,6,4,1,1732.0,1037.5833333333333
2025-04-27 20:00:00,1001,20,6,4,1,1354.0,1034.8333333333333
2025-04-27 21:00:00,649,21,6,4,1,1001.0,1031.375
2025-04-27 22:00:00,423,22,6,4,1,649.0,1024.0
2025-04-27 23:00:00,233,23,6,4,1,423.0,1011.0833333333334
2025-04-28 00:00:00,152,0,0,4,0,233.0,1003.125
2025-04-28 01:00:00,57,1,0,4,0,152.0,995.125
2025-04-28 02:00:00,47,2,0,4,0,57.0,991.0
2025-04-28 03:00:00,38,3,0,4,0,47.0,988.4583333333334
2025-04-28 04:00:00,50,4,0,4,0,38.0,988.125
2025-04-28 05:00:00,160,5,0,4,0,50.0,991.6666666666666
2025-04-28 06:00:00,697,6,0,4,0,160.0,1014.875
2025-04-28 07:00:00,1899,7,0,4,0,697.0,1080.9166666666667
2025-04-28 08:00:00,3492,8,0,4,0,1899.0,1202.5416666666667
2025-04-28 09:00:00,1833,9,0,4,0,3492.0,1232.875
2025-04-28 10:00:00,1128,10,0,4,0,1833.0,1216.7916666666667
2025-04-28 11:00:00,1144,11,0,4,0,1128.0,1191.625
2025-04-28 12:00:00,1249,12,0,4,0,1144.0,1159.3333333333333
2025-04-28 13:00:00,1365,13,0,4,0,1249.0,1123.7916666666667
2025-04-28 14:00:00,1174,14,0,4,0,1365.0,1083.2083333333333
2025-04-28 15:00:00,1430,15,0,4,0,1174.0,1051.9583333333333
2025-04-28 16:00:00,1939,16,0,4,0,1430.0,1046.9166666666667
2025-04-28 17:00:00,3535,17,0,4,0,1939.0,1115.875
2025-04-28 18:00:00,3340,18,0,4,0,3535.0,1182.875
2025-04-28 19:00:00,2143,19,0,4,0,3340.0,1215.75
2025-04-28 20:00:00,1352,20,0,4,0,2143.0,1230.375
2025-04-28 21:00:00,906,21,0,4,0,1352.0,1241.0833333333333
2025-04-28 22:00:00,584,22,0,4,0,906.0,1247.7916666666667
2025-04-28 23:00:00,260,23,0,4,0,584.0,1248.9166666666667
2025-04-29 00:00:00,139,0,1,4,0,260.0,1248.375
2025-04-29 01:00:00,56,1,1,4,0,139.0,1248.3333333333333
2025-04-29 02:00:00,33,2,1,4,0,56.0,1247.75
2025-04-29 03:00:00,25,3,1,4,0,33.0,1247.2083333333333
2025-04-29 04:00:00,60,4,1,4,0,25.0,1247.625
2025-04-29 05:00:00,191,5,1,4,0,60.0,1248.9166666666667
2025-04-29 06:00:00,817,6,1,4,0,191.0,1253.9166666666667
2025-04-29 07:00:00,2359,7,1,4,0,817.0,1273.0833333333333
2025-04-29 08:00:00,4252,8,1,4,0,2359.0,1304.75
2025-04-29 09:00:00,2113,9,1,4,0,4252.0,1316.4166666666667
2025-04-29 10:00:00,1276,10,1,4,0,2113.0,1322.5833333333333
2025-04-29 11:00:00,1159,11,1,4,0,1276.0,1323.2083333333333
2025-04-29 12:00:00,1281,12,1,4,0,1159.0,1324.5416666666667
2025-04-29 13:00:00,1296,13,1,4,0,1281.0,1321.6666666666667
2025-04-29 14:00:00,1279,14,1,4,0,1296.0,1326.0416666666667
2025-04-29 15:00:00,1432,15,1,4,0,1279.0,1326.125
2025-04-29 16:00:00,2111,16,1,4,0,1432.0,1333.2916666666667
2025-04-29 17:00:00,3853,17,1,4,0,2111.0,1346.5416666666667
2025-04-29 18:00:00,3728,18,1,4,0,3853.0,1362.7083333333333
2025-04-29 19:00:00,2447,19,1,4,0,3728.0,1375.375
2025-04-29 20:00:00,1482,20,1,4,0,2447.0,1380.7916666666667
2025-04-29 21:00:00,1017,21,1,4,0,1482.0,1385.4166666666667
2025-04-29 22:00:00,856,22,1,4,0,1017.0,1396.75
2025-04-29 23:00:00,342,23,1,4,0,856.0,1400.1666666666667
2025-04-30 00:00:00,171,0,2,4,0,342.0,1401.5
2025-04-30 01:00:00,60,1,2,4,0,171.0,1401.6666666666667
2025-04-30 02:00:00,36,2,2,4,0,60.0,1401.7916666666667
2025-04-30 03:00:00,20,3,2,4,0,36.0,1401.5833333333333
2025-04-30 04:00:00,52,4,2,4,0,20.0,1401.25
2025-04-30 05:00:00,173,5,2,4,0,52.0,1400.5
2025-04-30 06:00:00,752,6,2,4,0,173.0,1397.7916666666667
2025-04-30 07:00:00,2194,7,2,4,0,752.0,1390.9166666666667
2025-04-30 08:00:00,4001,8,2,4,0,2194.0,1380.4583333333333
2025-04-30 09:00:00,2236,9,2,4,0,4001.0,1385.5833333333333
2025-04-30 10:00:00,1247,10,2,4,0,2236.0,1384.375
2025-04-30 11:00:00,1140,11,2,4,0,1247.0,1383.5833333333333
2025-04-30 12:00:00,1335,12,2,4,0,1140.0,1385.8333333333333
2025-04-30 13:00:00,1360,13,2,4,0,1335.0,1388.5
2025-04-30 14:00:00,1337,14,2,4,0,1360.0,1390.9166666666667
2025-04-30 15:00:00,1459,15,2,4,0,1337.0,1392.0416666666667
2025-04-30 16:00:00,2128,16,2,4,0,1459.0,1392.75
2025-04-30 17:00:00,3883,17,2,4,0,2128.0,1394.0
2025-04-30 18:00:00,3781,18,2,4,0,3883.0,1396.2083333333333
2025-04-30 19:00:00,2403,19,2,4,0,3781.0,1394.375
2025-04-30 20:00:00,1709,20,2,4,0,2403.0,1403.8333333333333
2025-04-30 21:00:00,1043,21,2,4,0,1709.0,1404.9166666666667
2025-04-30 22:00:00,841,22,2,4,0,1043.0,1404.2916666666667
2025-04-30 23:00:00,421,23,2,4,0,841.0,1407.5833333333333
2025-05-05 10:00:00,681,10,0,5,0,421.0,1428.8333333333333
2025-05-05 11:00:00,1293,11,0,5,0,681.0,1480.2083333333333
2025-05-05 12:00:00,1407,12,0,5,0,1293.0,1537.3333333333333
2025-05-05 13:00:00,1402,13,0,5,0,1407.0,1594.9166666666667
2025-05-05 14:00:00,1323,14,0,5,0,1402.0,1647.875
2025-05-05 15:00:00,1273,15,0,5,0,1323.0,1693.7083333333333
2025-05-05 16:00:00,1502,16,0,5,0,1273.0,1724.9583333333333
2025-05-05 17:00:00,1510,17,0,5,0,1502.0,1696.4583333333333
2025-05-05 18:00:00,1414,18,0,5,0,1510.0,1588.6666666666667
2025-05-05 19:00:00,1033,19,0,5,0,1414.0,1538.5416666666667
2025-05-05 20:00:00,771,20,0,5,0,1033.0,1518.7083333333333
2025-05-05 21:00:00,603,21,0,5,0,771.0,1496.3333333333333
2025-05-05 22:00:00,437,22,0,5,0,603.0,1458.9166666666667
2025-05-05 23:00:00,229,23,0,5,0,437.0,1411.7916666666667
2025-05-06 00:00:00,103,0,1,5,0,229.0,1360.375
2025-05-06 01:00:00,65,1,1,5,0,103.0,1302.2916666666667
2025-05-06 02:00:00,38,2,1,5,0,65.0,1215.2083333333333
2025-05-06 03:00:00,38,3,1,5,0,38.0,1055.0
2025-05-06 04:00:00,49,4,1,5,0,38.0,899.5
2025-05-06 05:00:00,147,5,1,5,0,49.0,805.5
2025-05-06 06:00:00,736,6,1,5,0,147.0,764.9583333333334
2025-05-06 07:00:00,1954,7,1,5,0,736.0,802.9166666666666
2025-05-06 08:00:00,3784,8,1,5,0,1954.0,925.5416666666666
2025-05-06 09:00:00,1963,9,1,5,0,3784.0,989.7916666666666
2025-05-06 10:00:00,1017,10,1,5,0,1963.0,1003.7916666666666
2025-05-06 11:00:00,910,11,1,5,0,1017.0,987.8333333333334
2025-05-06 12:00:00,1014,12,1,5,0,910.0,971.4583333333334
2025-05-06 13:00:00,1027,13,1,5,0,1014.0,955.8333333333334
2025-05-06 14:00:00,1033,14,1,5,0,1027.0,943.75
2025-05-06 15:00:00,1253,15,1,5,0,1033.0,942.9166666666666
2025-05-06 16:00:00,1761,16,1,5,0,1253.0,953.7083333333334
2025-05-06 17:00:00,3302,17,1,5,0,1761.0,1028.375
2025-05-06 18:00:00,3147,18,1,5,0,3302.0,1100.5833333333333
2025-05-06 19:00:00,1959,19,1,5,0,3147.0,1139.1666666666667
2025-05-06 20:00:00,1228,20,1,5,0,1959.0,1158.2083333333333
2025-05-06 21:00:00,770,21,1,5,0,1228.0,1165.1666666666667
2025-05-06 22:00:00,600,22,1,5,0,770.0,1171.9583333333333
2025-05-06 23:00:00,304,23,1,5,0,600.0,1175.0833333333333
2025-05-07 00:00:00,101,0,2,5,0,304.0,1175.0
2025-05-07 01:00:00,44,1,2,5,0,101.0,1174.125
2025-05-07 02:00:00,44,2,2,5,0,44.0,1174.375
2025-05-07 03:00:00,30,3,2,5,0,44.0,1174.0416666666667
2025-05-07 04:00:00,42,4,2,5,0,30.0,1173.75
2025-05-07 05:00:00,169,5,2,5,0,42.0,1174.6666666666667
2025-05-07 06:00:00,760,6,2,5,0,169.0,1175.6666666666667
2025-05-07 07:00:00,2227,7,2,5,0,760.0,1187.0416666666667
2025-05-07 08:00:00,3959,8,2,5,0,2227.0,1194.3333333333333
2025-05-07 09:00:00,2146,9,2,5,0,3959.0,1201.9583333333333
2025-05-07 10:00:00,1152,10,2,5,0,2146.0,1207.5833333333333
2025-05-07 11:00:00,1026,11,2,5,0,1152.0,1212.4166666666667
2025-05-07 12:00:00,1196,12,2,5,0,1026.0,1220.0
2025-05-07 13:00:00,1197,13,2,5,0,1196.0,1227.0833333333333
2025-05-07 14:00:00,1131,14,2,5,0,1197.0,1231.1666666666667
2025-05-07 15:00:00,1201,15,2,5,0,1131.0,1229.0
2025-05-07 16:00:00,1892,16,2,5,0,1201.0,1234.4583333333333
2025-05-07 17:00:00,3489,17,2,5,0,1892.0,1242.25
2025-05-07 18:00:00,3352,18,2,5,0,3489.0,1250.7916666666667
2025-05-07 19:00:00,2048,19,2,5,0,3352.0,1254.5
2025-05-07 20:00:00,1221,20,2,5,0,2048.0,1254.2083333333333
2025-05-07 21:00:00,838,21,2,5,0,1221.0,1257.0416666666667
2025-05-07 22:00:00,708,22,2,5,0,838.0,1261.5416666666667
2025-05-07 23:00:00,362,23,2,5,0,708.0,1263.9583333333333
2025-05-08 00:00:00,129,0,3,5,0,362.0,1265.125
2025-05-08 01:00:00,69,1,3,5,0,129.0,1266.1666666666667
2025-05-08 02:00:00,30,2,3,5,0,69.0,1265.5833333333333
2025-05-08 03:00:00,24,3,3,5,0,30.0,1265.3333333333333
2025-05-08 04:00:00,50,4,3,5,0,24.0,1265.6666666666667
2025-05-08 05:00:00,171,5,3,5,0,50.0,1265.75
2025-05-08 06:00:00,794,6,3,5,0,171.0,1267.1666666666667
2025-05-08 07:00:00,2151,7,3,5,0,794.0,1264.0
2025-05-08 08:00:00,4056,8,3,5,0,2151.0,1268.0416666666667
2025-05-08 09:00:00,2132,9,3,5,0,4056.0,1267.4583333333333
2025-05-08 10:00:00,1192,10,3,5,0,2132.0,1269.125
2025-05-08 11:00:00,1110,11,3,5,0,1192.0,1272.625
2025-05-08 12:00:00,1225,12,3,5,0,1110.0,1273.8333333333333
2025-05-08 13:00:00,1240,13,3,5,0,1225.0,1275.625
2025-05-08 14:00:00,1189,14,3,5,0,1240.0,1278.0416666666667
2025-05-08 15:00:00,1335,15,3,5,0,1189.0,1283.625
2025-05-08 16:00:00,1839,16,3,5,0,1335.0,1281.4166666666667
2025-05-08 17:00:00,3517,17,3,5,0,1839.0,1282.5833333333333
2025-05-08 18:00:00,3250,18,3,5,0,3517.0,1278.3333333333333
2025-05-08 19:00:00,2022,19,3,5,0,3250.0,1277.25
